idx,domain,tld,ml_probability,stage1_pred,y_true,p_error,uncertainty,defer_score,is_dangerous_tld,is_idn,brand_hit,pool_priority,pool_optional,selected,selected_priority,selected_optional,safe_benign
1049,nabtag.com,com,0.2075097,0,1,0.9574280864599956,0.4150194,0.9574280864599956,0,0,0,0,0,1,0,0,0
1121,a16z.com,com,0.14499216,0,0,0.9541515744090854,0.28998435,0.9541515744090854,0,0,0,0,0,1,0,0,0
1207,barcauniversal.com,com,0.1547193,0,0,0.9201959917059294,0.3094386,0.9201959917059294,0,0,0,0,0,1,0,0,0
1236,birthyearwatches.com,com,0.08883019,0,0,0.8814360603393188,0.17766035,0.8814360603393188,0,0,0,0,0,1,0,0,0
1237,fastex.com,com,0.08710614,0,0,0.8996602350439844,0.17421228,0.8996602350439844,0,0,0,0,0,1,0,0,0
1374,pkobp.com,com,0.1897445,0,1,0.9538802834542874,0.379489,0.9538802834542874,0,0,0,0,0,1,0,0,0
1431,perkypet.com,com,0.21147014,0,0,0.9810899941069904,0.42294025,0.9810899941069904,0,0,0,0,0,1,0,0,0
1434,xserver-ne-jp.com,com,0.23488548,0,1,0.9601332059843112,0.46977097,0.9601332059843112,0,0,0,0,0,1,0,0,0
1436,086129.com,com,0.1277708,0,0,0.8898874520697062,0.25554156,0.8898874520697062,0,0,0,0,0,1,0,0,0
1502,nevacasino380.com,com,0.15277614,0,0,0.9456965630081482,0.30555224,0.9456965630081482,0,0,0,0,0,1,0,0,0
1575,tkc-games.com,com,0.105127655,0,0,0.9318350302747274,0.21025532,0.9318350302747274,0,0,0,0,0,1,0,0,0
1629,ashleytevatia.com,com,0.18230785,0,1,0.9611305595538028,0.36461568,0.9611305595538028,0,0,0,0,0,1,0,0,0
1630,snwbll.com,com,0.13091405,0,0,0.9554968683439864,0.26182806,0.9554968683439864,0,0,0,0,0,1,0,0,0
1661,vashbit.com,com,0.1516488,0,0,0.9765402630653884,0.30329764,0.9765402630653884,0,0,0,0,0,1,0,0,0
1742,petplace.com,com,0.28659382,0,0,0.9721755242057082,0.57318765,0.9721755242057082,0,0,0,0,0,1,0,0,0
1800,wxqbbxg.com,com,0.21605654,0,0,0.9844204422721112,0.43211305,0.9844204422721112,0,0,0,0,0,1,0,0,0
1802,vrscout.com,com,0.091623545,0,0,0.8751290144422277,0.18324709,0.8751290144422277,0,0,0,0,0,1,0,0,0
1815,blizzard-tecnica.com,com,0.1960601,0,0,0.94439137235162,0.39212024,0.94439137235162,0,0,0,0,0,1,0,0,0
1943,anorodip.com,com,0.15673268,0,0,0.9569559577064992,0.31346536,0.9569559577064992,0,0,0,0,0,1,0,0,0
2042,ppluk.com,com,0.09481852,0,0,0.907310208943,0.18963706,0.907310208943,0,0,0,0,0,1,0,0,0
2138,chinadiscovery.com,com,0.1360363,0,0,0.8872972116048456,0.2720726,0.8872972116048456,0,0,0,0,0,1,0,0,0
2156,4-4-2.com,com,0.23394434,0,0,0.980275678331038,0.4678887,0.980275678331038,0,0,0,0,0,1,0,0,0
2163,arena-international.com,com,0.12370039,0,0,0.9554682955816736,0.24740076,0.9554682955816736,0,0,0,0,0,1,0,0,0
2194,medicinehatnews.com,com,0.15675259,0,0,0.9216523544915438,0.31350517,0.9216523544915438,0,0,0,0,0,1,0,0,0
2201,qu-in.com,com,0.14450562,0,0,0.9151909371112564,0.28901124,0.9151909371112564,0,0,0,0,0,1,0,0,0
2231,nunatsiaq.com,com,0.15512562,0,0,0.9212071515466772,0.31025124,0.9212071515466772,0,0,0,0,0,1,0,0,0
2257,statepress.com,com,0.22557716,0,0,0.962279790620324,0.45115435,0.962279790620324,0,0,0,0,0,1,0,0,0
2434,bm6789.com,com,0.11182513,0,0,0.8915025521937714,0.22365028,0.8915025521937714,0,0,0,0,0,1,0,0,0
2476,family-officebell.com,com,0.16476458,0,1,0.92792783896445,0.32952917,0.92792783896445,0,0,0,0,0,1,0,0,0
2529,gramercytheater.com,com,0.23083895,0,0,0.9723584676923184,0.4616779,0.9723584676923184,0,0,0,0,0,1,0,0,0
2560,tvcmall.com,com,0.1974829,0,0,0.9824430484677086,0.39496577,0.9824430484677086,0,0,0,0,0,1,0,0,0
2563,kateraworth.com,com,0.19411169,0,0,0.9439237851477168,0.3882234,0.9439237851477168,0,0,0,0,0,1,0,0,0
2651,appknox.com,com,0.10033065,0,0,0.918581814346428,0.2006613,0.918581814346428,0,0,0,0,0,1,0,0,0
2670,quiz-room.com,com,0.18624528,0,0,0.986307818882431,0.37249053,0.986307818882431,0,0,0,0,0,1,0,0,0
2712,j-schule.com,com,0.27434057,0,0,0.9816582910343962,0.54868114,0.9816582910343962,0,0,0,0,0,1,0,0,0
2722,prynext.com,com,0.07915421,0,0,0.865375036599324,0.15830839,0.865375036599324,0,0,0,0,0,1,0,0,0
2781,postmagazine.com,com,0.15029907,0,0,0.9319833855243278,0.30059814,0.9319833855243278,0,0,0,0,0,1,0,0,0
2790,mlr-org.com,com,0.112812564,0,0,0.9409468383191264,0.22562516,0.9409468383191264,0,0,0,0,0,1,0,0,0
2793,yes-ekimae.com,com,0.16643485,0,0,0.981961931255992,0.3328697,0.981961931255992,0,0,0,0,0,1,0,0,0
2923,onlyhdwallpapers.com,com,0.102004334,0,0,0.905621481683053,0.2040087,0.905621481683053,0,0,0,0,0,1,0,0,0
2972,tomahawknation.com,com,0.17845899,0,0,0.9391541477280372,0.35691798,0.9391541477280372,0,0,0,0,0,1,0,0,0
3046,efundraisingconnections.com,com,0.12243649,0,0,0.9050620900539764,0.24487299,0.9050620900539764,0,0,0,0,0,1,0,0,0
3091,krakow2016.com,com,0.23850687,0,0,0.9825012514475848,0.4770137,0.9825012514475848,0,0,0,0,0,1,0,0,0
3130,kroatien-ferien.com,com,0.08900889,0,0,0.8968885895046762,0.1780178,0.8968885895046762,0,0,0,0,0,1,0,0,0
3268,flyavl.com,com,0.09778977,0,0,0.9160118458746328,0.19557953,0.9160118458746328,0,0,0,0,0,1,0,0,0
3364,camp-centr.com,com,0.08671922,0,0,0.8859290555335746,0.17343843,0.8859290555335746,0,0,0,0,0,1,0,0,0
3450,rideau-info.com,com,0.11417688,0,0,0.9505646402051384,0.22835374,0.9505646402051384,0,0,0,0,0,1,0,0,0
3490,bj-hlt.com,com,0.17747787,0,0,0.9788435905482964,0.35495573,0.9788435905482964,0,0,0,0,0,1,0,0,0
3529,rjdqct.com,com,0.17626555,0,1,0.978251528696962,0.35253108,0.978251528696962,0,0,0,0,0,1,0,0,0
3548,rat-bikes.com,com,0.06459284,0,0,0.852754173254642,0.12918568,0.852754173254642,0,0,0,0,0,1,0,0,0
3613,insertbiz.com,com,0.20045479,0,0,0.9449658887538124,0.40090954,0.9449658887538124,0,0,0,0,0,1,0,0,0
3663,hhbz6.com,com,0.15117645,0,0,0.9635869644090064,0.3023529,0.9635869644090064,0,0,0,0,0,1,0,0,0
3739,club-neformat.com,com,0.10383871,0,0,0.9335578828502163,0.20767742,0.9335578828502163,0,0,0,0,0,1,0,0,0
3757,distractify.com,com,0.14173386,0,0,0.8889232712332815,0.2834677,0.8889232712332815,0,0,0,0,0,1,0,0,0
3850,mm1069.com,com,0.19960609,0,0,0.9701840813801929,0.39921218,0.9701840813801929,0,0,0,0,0,1,0,0,0
3907,tiger-algebra.com,com,0.1096375,0,0,0.9437045071469644,0.219275,0.9437045071469644,0,0,0,0,0,1,0,0,0
3923,clevacances.com,com,0.28353342,0,0,0.9739178870777924,0.56706685,0.9739178870777924,0,0,0,0,0,1,0,0,0
3938,galaxy7slots.com,com,0.14979792,0,0,0.9675379809239604,0.29959583,0.9675379809239604,0,0,0,0,0,1,0,0,0
3987,v-kosmose.com,com,0.122896306,0,0,0.9498577104632204,0.24579263,0.9498577104632204,0,0,0,0,0,1,0,0,0
4010,qminime.com,com,0.12124461,0,1,0.9114103764368138,0.24248922,0.9114103764368138,0,0,0,0,0,1,0,0,0
4055,telugu360.com,com,0.26246846,0,0,0.9882914192781184,0.5249369,0.9882914192781184,0,0,0,0,0,1,0,0,0
4136,sjjkw.com,com,0.11741737,0,0,0.9399537720812576,0.23483473,0.9399537720812576,0,0,0,0,0,1,0,0,0
4141,tommys-express.com,com,0.12886557,0,0,0.948299702845853,0.25773114,0.948299702845853,0,0,0,0,0,1,0,0,0
4229,brawlify.com,com,0.11537881,0,0,0.9468797325552294,0.2307576,0.9468797325552294,0,0,0,0,0,1,0,0,0
4301,10bestdesign.com,com,0.114131525,0,0,0.9224664709154556,0.22826302,0.9224664709154556,0,0,0,0,0,1,0,0,0
4308,sntqvf.com,com,0.13755223,0,1,0.9614708023609446,0.27510446,0.9614708023609446,0,0,0,0,0,1,0,0,0
4399,alswlj.com,com,0.08059545,0,1,0.8672312475252724,0.16119087,0.8672312475252724,0,0,0,0,0,1,0,0,0
4404,mynoors.com,com,0.080817275,0,0,0.8732988938590178,0.16163456,0.8732988938590178,0,0,0,0,0,1,0,0,0
4476,paul-uk.com,com,0.071534865,0,0,0.8706067438287782,0.14306974,0.8706067438287782,0,0,0,0,0,1,0,0,0
4529,bs-shipmanagement.com,com,0.12824209,0,0,0.9530367474834944,0.25648415,0.9530367474834944,0,0,0,0,0,1,0,0,0
4643,free-apply.com,com,0.14454596,0,0,0.9664648619188718,0.28909194,0.9664648619188718,0,0,0,0,0,1,0,0,0
4674,postnet-operate.com,com,0.2606329,0,1,0.961022562681973,0.5212658,0.961022562681973,0,0,0,0,0,1,0,0,0
4690,welcome-fukushima.com,com,0.0981923,0,0,0.9245477607384974,0.19638461,0.9245477607384974,0,0,0,0,0,1,0,0,0
4693,freedomofmind.com,com,0.21766816,0,0,0.9611572637319056,0.43533635,0.9611572637319056,0,0,0,0,0,1,0,0,0
4734,test-directory.com,com,0.12411974,0,1,0.9568749377955,0.24823952,0.9568749377955,0,0,0,0,0,1,0,0,0
4738,ai-robert.com,com,0.12422385,0,0,0.9597994794850933,0.24844772,0.9597994794850933,0,0,0,0,0,1,0,0,0
4751,carinsurancecompaniesus.com,com,0.06867619,0,0,0.8788882644205692,0.13735235,0.8788882644205692,0,0,0,0,0,1,0,0,0
4772,405th.com,com,0.093435735,0,0,0.85782137050823,0.18687147,0.85782137050823,0,0,0,0,0,1,0,0,0
4820,worldairlineawards.com,com,0.1416469,0,0,0.907352383637424,0.28329384,0.907352383637424,0,0,0,0,0,1,0,0,0
4838,tq-group.com,com,0.11556565,0,0,0.946783275569412,0.23113132,0.946783275569412,0,0,0,0,0,1,0,0,0
4940,zgzszb.com,com,0.19559392,0,1,0.9706103542791492,0.39118785,0.9706103542791492,0,0,0,0,0,1,0,0,0
5186,russianspaceweb.com,com,0.16766623,0,0,0.926958473948532,0.33533245,0.926958473948532,0,0,0,0,0,1,0,0,0
5193,halabtech.com,com,0.0973191,0,0,0.9405845222896934,0.1946382,0.9405845222896934,0,0,0,0,0,1,0,0,0
5210,times-herald.com,com,0.075552694,0,0,0.8641496436643574,0.1511054,0.8641496436643574,0,0,0,0,0,1,0,0,0
5305,magix-online.com,com,0.10245806,0,0,0.9318468861262724,0.20491612,0.9318468861262724,0,0,0,0,0,1,0,0,0
5309,torhoermanlaw.com,com,0.13975324,0,0,0.8947164741241892,0.27950644,0.8947164741241892,0,0,0,0,0,1,0,0,0
5563,tiendas.com,com,0.07597184,0,0,0.8730060829622278,0.15194368,0.8730060829622278,0,0,0,0,0,1,0,0,0
5714,fa695.com,com,0.14109546,0,0,0.9495407209356188,0.28219092,0.9495407209356188,0,0,0,0,0,1,0,0,0
5818,voacambodia.com,com,0.12882014,0,0,0.9202288202177212,0.25764024,0.9202288202177212,0,0,0,0,0,1,0,0,0
5913,fnyshop.com,com,0.12552887,0,1,0.948855806221726,0.25105774,0.948855806221726,0,0,0,0,0,1,0,0,0
5915,tracker-suivi.com,com,0.24300094,0,1,0.9915017450752605,0.48600185,0.9915017450752605,0,0,0,0,0,1,0,0,0
6064,i2symbol.com,com,0.24450096,0,0,0.9420142579886912,0.48900193,0.9420142579886912,0,0,0,0,0,1,0,0,0
6108,resume-engineering-builder.com,com,0.106285624,0,0,0.9278960496627368,0.21257126,0.9278960496627368,0,0,0,0,0,1,0,0,0
6133,dlzsjzzs.com,com,0.2857511,0,0,0.9893227469533334,0.5715022,0.9893227469533334,0,0,0,0,0,1,0,0,0
6196,campingfrance.com,com,0.24594629,0,0,0.964012045750306,0.49189258,0.964012045750306,0,0,0,0,0,1,0,0,0
6246,tdmercado.com,com,0.1346287,0,0,0.9031665079689872,0.26925743,0.9031665079689872,0,0,0,0,0,1,0,0,0
6285,myarklamiss.com,com,0.28211212,0,0,0.9726604839542666,0.56422424,0.9726604839542666,0,0,0,0,0,1,0,0,0
6286,laravel-mix.com,com,0.09409327,0,0,0.922246861070167,0.18818653,0.922246861070167,0,0,0,0,0,1,0,0,0
6342,mito-sogyoyushi.com,com,0.10733534,0,1,0.9391882245373327,0.21467066,0.9391882245373327,0,0,0,0,0,1,0,0,0
6361,mi-shop.com,com,0.1432676,0,0,0.965954382398054,0.2865352,0.965954382398054,0,0,0,0,0,1,0,0,0
6479,sfwcorp.com,com,0.1833721,0,1,0.9797123810255184,0.36674416,0.9797123810255184,0,0,0,0,0,1,0,0,0
6533,bizexindia.com,com,0.1707705,0,0,0.9384313936295088,0.341541,0.9384313936295088,0,0,0,0,0,1,0,0,0
6592,cdfme.com,com,0.108169444,0,1,0.9292293879814496,0.21633887,0.9292293879814496,0,0,0,0,0,1,0,0,0
6604,thegentlemansjournal.com,com,0.23662858,0,0,0.9647515035296104,0.47325718,0.9647515035296104,0,0,0,0,0,1,0,0,0
6605,cqwmch.com,com,0.20320354,0,0,0.9829721566945984,0.40640712,0.9829721566945984,0,0,0,0,0,1,0,0,0
6728,tradearabia.com,com,0.14110564,0,0,0.9176110912632144,0.2822113,0.9176110912632144,0,0,0,0,0,1,0,0,0
6776,nationalfile.com,com,0.111642614,0,0,0.8974894266589982,0.2232852,0.8974894266589982,0,0,0,0,0,1,0,0,0
6790,tissue-queens.com,com,0.1602281,0,0,0.9780734197203892,0.3204562,0.9780734197203892,0,0,0,0,0,1,0,0,0
7055,togetherplatform.com,com,0.27972513,0,0,0.9721880930870378,0.55945027,0.9721880930870378,0,0,0,0,0,1,0,0,0
7130,puente-colgante.com,com,0.106538035,0,0,0.939071695349812,0.21307606,0.939071695349812,0,0,0,0,0,1,0,0,0
7216,bellagio-hotel.com,com,0.07677791,0,0,0.8589440803788171,0.15355581,0.8589440803788171,0,0,0,0,0,1,0,0,0
7253,worthynews.com,com,0.12352731,0,0,0.943483628141796,0.24705464,0.943483628141796,0,0,0,0,0,1,0,0,0
7262,netknots.com,com,0.14548765,0,0,0.9363087125835348,0.29097533,0.9363087125835348,0,0,0,0,0,1,0,0,0
7318,ipv6guru.com,com,0.20461373,0,1,0.9853369023269928,0.4092275,0.9853369023269928,0,0,0,0,0,1,0,0,0
7606,appeal-democrat.com,com,0.072135285,0,0,0.8553431925986211,0.14427054,0.8553431925986211,0,0,0,0,0,1,0,0,0
7613,hzspypglj.com,com,0.28345245,0,1,0.9887166340279367,0.5669049,0.9887166340279367,0,0,0,0,0,1,0,0,0
7615,hpguild.com,com,0.21273836,0,0,0.956456806625187,0.42547673,0.956456806625187,0,0,0,0,0,1,0,0,0
7676,la411.com,com,0.08757635,0,0,0.8582405549264679,0.17515272,0.8582405549264679,0,0,0,0,0,1,0,0,0
7708,hawaiicovid19.com,com,0.14042895,0,0,0.9637311335642968,0.28085792,0.9637311335642968,0,0,0,0,0,1,0,0,0
7763,about-australia.com,com,0.095810175,0,0,0.9193220642121136,0.19162035,0.9193220642121136,0,0,0,0,0,1,0,0,0
7819,coolbet-casino.com,com,0.13801417,0,0,0.9685344104667748,0.27602834,0.9685344104667748,0,0,0,0,0,1,0,0,0
7984,stayokay.com,com,0.25850865,0,0,0.9707450022487952,0.5170173,0.9707450022487952,0,0,0,0,0,1,0,0,0
8118,art-mine.com,com,0.114159,0,0,0.9437779384661352,0.22831798,0.9437779384661352,0,0,0,0,0,1,0,0,0
8167,mcmsky.com,com,0.19520794,0,0,0.9817009120366722,0.3904159,0.9817009120366722,0,0,0,0,0,1,0,0,0
8175,heromca.com,com,0.22648315,0,1,0.965435638009748,0.45296633,0.965435638009748,0,0,0,0,0,1,0,0,0
8189,dyksgx.com,com,0.28428763,0,0,0.9907307469092232,0.56857526,0.9907307469092232,0,0,0,0,0,1,0,0,0
8276,yhn876.com,com,0.10249352,0,0,0.9001237575832416,0.20498705,0.9001237575832416,0,0,0,0,0,1,0,0,0
8289,htmldog.com,com,0.086305425,0,0,0.8878379592571567,0.17261088,0.8878379592571567,0,0,0,0,0,1,0,0,0
8309,airsaintpierre.com,com,0.09168035,0,0,0.9083769864658018,0.1833607,0.9083769864658018,0,0,0,0,0,1,0,0,0
8321,le-velo-urbain.com,com,0.12096781,0,0,0.9520160625349772,0.24193561,0.9520160625349772,0,0,0,0,0,1,0,0,0
8329,sapori-e-saperi.com,com,0.18394887,0,0,0.9830244517384418,0.36789775,0.9830244517384418,0,0,0,0,0,1,0,0,0
8363,realfaith.com,com,0.072650015,0,0,0.8640682906050714,0.14530003,0.8640682906050714,0,0,0,0,0,1,0,0,0
8386,xn--9l4b97fcwc87h.com,com,0.18123953,0,0,0.96137180056863,0.3624791,0.96137180056863,0,1,0,1,0,1,1,0,0
8448,k-bikes.com,com,0.10579628,0,0,0.9414744759899112,0.21159256,0.9414744759899112,0,0,0,0,0,1,0,0,0
8465,gueule-damour.com,com,0.07441758,0,0,0.8615554431323423,0.14883518,0.8615554431323423,0,0,0,0,0,1,0,0,0
8508,yiyongtong.com,com,0.15744601,0,0,0.9125929142267718,0.31489205,0.9125929142267718,0,0,0,0,0,1,0,0,0
8873,amaznoeom.com,com,0.12207118,0,1,0.909269178756025,0.24414235,0.909269178756025,0,0,0,0,0,1,0,0,0
8902,fr-lockers-relais.com,com,0.27207038,0,1,0.9903961025046673,0.54414076,0.9903961025046673,0,0,0,0,0,1,0,0,0
8932,elderlaw-va.com,com,0.12935957,0,0,0.9619890989939056,0.25871915,0.9619890989939056,0,0,0,0,0,1,0,0,0
8969,r-banana.com,com,0.29982695,0,0,0.978018132603557,0.5996539,0.978018132603557,0,0,0,0,0,1,0,0,0
8977,doorloop.com,com,0.25897732,0,0,0.9723862894175336,0.51795465,0.9723862894175336,0,0,0,0,0,1,0,0,0
8992,ykchaojun.com,com,0.25000784,0,1,0.9669285142934628,0.5000157,0.9669285142934628,0,0,0,0,0,1,0,0,0
9020,tclle.com,com,0.11494965,0,1,0.9019048333270896,0.22989929,0.9019048333270896,0,0,0,0,0,1,0,0,0
9026,cloversites.com,com,0.28761628,0,0,0.975610394772049,0.57523257,0.975610394772049,0,0,0,0,0,1,0,0,0
9027,glhwar3.com,com,0.12705818,0,0,0.9444681032138948,0.25411636,0.9444681032138948,0,0,0,0,0,1,0,0,0
9051,andrew-peterson.com,com,0.27818865,0,0,0.9919318665470704,0.5563773,0.9919318665470704,0,0,0,0,0,1,0,0,0
9108,floridatoday.com,com,0.18847091,0,0,0.9471671790910504,0.3769418,0.9471671790910504,0,0,0,0,0,1,0,0,0
9142,kclas.com,com,0.14947133,0,0,0.9421320582519488,0.2989427,0.9421320582519488,0,0,0,0,0,1,0,0,0
9154,aqualeisure.com,com,0.063729145,0,0,0.8591002115823413,0.12745827,0.8591002115823413,0,0,0,0,0,1,0,0,0
9171,rappnews.com,com,0.07201538,0,0,0.8589125440326116,0.14403075,0.8589125440326116,0,0,0,0,0,1,0,0,0
9191,puiaudio.com,com,0.06024702,0,0,0.8517243705026203,0.12049401,0.8517243705026203,0,0,0,0,0,1,0,0,0
9194,putevka.com,com,0.07597184,0,0,0.8728878138111266,0.15194368,0.8728878138111266,0,0,0,0,0,1,0,0,0
9247,ru-drive.com,com,0.078902856,0,0,0.8805374938143588,0.15780568,0.8805374938143588,0,0,0,0,0,1,0,0,0
9255,posturalmassagecourses.com,com,0.10829392,0,0,0.8529654326634528,0.21658784,0.8529654326634528,0,0,0,0,0,1,0,0,0
9424,sizzling-hot-spielen.com,com,0.101533495,0,0,0.8741562077073223,0.203067,0.8741562077073223,0,0,0,0,0,1,0,0,0
9500,betera-by.com,com,0.1116097,0,0,0.9451805872439316,0.2232194,0.9451805872439316,0,0,0,0,0,1,0,0,0
9506,mouth-mechanics.com,com,0.09929967,0,0,0.9242691880196272,0.19859934,0.9242691880196272,0,0,0,0,0,1,0,0,0
9637,mega-moolah-slot.com,com,0.11437218,0,0,0.922444989835132,0.22874439,0.922444989835132,0,0,0,0,0,1,0,0,0
9701,virtual-online-dating-service.com,com,0.115389384,0,0,0.9327978399667344,0.23077875,0.9327978399667344,0,0,0,0,0,1,0,0,0
9731,scorpion-exhausts.com,com,0.13158841,0,0,0.9610835256805994,0.2631768,0.9610835256805994,0,0,0,0,0,1,0,0,0
9795,expert-immigration.com,com,0.2777549,0,0,0.9701955914519288,0.5555098,0.9701955914519288,0,0,0,0,0,1,0,0,0
9857,allpeoplequilt.com,com,0.17646146,0,0,0.9347870126408784,0.35292292,0.9347870126408784,0,0,0,0,0,1,0,0,0
9890,uranai-kaiun.com,com,0.20224229,0,0,0.9887780438450297,0.40448457,0.9887780438450297,0,0,0,0,0,1,0,0,0
9897,amigoautoparts.com,com,0.15790936,0,0,0.9489412389316396,0.31581873,0.9489412389316396,0,0,0,0,0,1,0,0,0
9924,mygnp.com,com,0.1016146,0,0,0.9172904916425824,0.20322919,0.9172904916425824,0,0,0,0,0,1,0,0,0
9926,elliottbaybook.com,com,0.2564419,0,0,0.9742707757557848,0.5128838,0.9742707757557848,0,0,0,0,0,1,0,0,0
9934,saltekomakine.com,com,0.16010478,0,1,0.9172622799598418,0.32020956,0.9172622799598418,0,0,0,0,0,1,0,0,0
9969,russianfood.com,com,0.28273496,0,0,0.9763224521711928,0.5654699,0.9763224521711928,0,0,0,0,0,1,0,0,0
10027,identity-links.com,com,0.17469855,0,0,0.9796683511071068,0.34939706,0.9796683511071068,0,0,0,0,0,1,0,0,0
10048,sounds-resource.com,com,0.093562104,0,0,0.91479315505633,0.1871242,0.91479315505633,0,0,0,0,0,1,0,0,0
10103,elecrow.com,com,0.13224278,0,0,0.9296632706560368,0.2644856,0.9296632706560368,0,0,0,0,0,1,0,0,0
10121,michaelkorsargentina.com,com,0.12273035,0,0,0.9224325796678798,0.24546069,0.9224325796678798,0,0,0,0,0,1,0,0,0
10127,pathalive.com,com,0.19356233,0,1,0.9597036531966698,0.38712466,0.9597036531966698,0,0,0,0,0,1,0,0,0
10130,thuspages.com,com,0.28604707,0,1,0.9753377519996318,0.57209414,0.9753377519996318,0,0,0,0,0,1,0,0,0
10237,chine-nouvelle.com,com,0.15060127,0,0,0.9737313031993984,0.30120254,0.9737313031993984,0,0,0,0,0,1,0,0,0
10304,xpresshred.com,com,0.09527714,0,0,0.9025220813426228,0.19055426,0.9025220813426228,0,0,0,0,0,1,0,0,0
10485,voyeursdream.com,com,0.11154451,0,0,0.8827178504183469,0.22308904,0.8827178504183469,0,0,0,0,0,1,0,0,0
10544,dental-tribune.com,com,0.19273506,0,0,0.9446577749812768,0.38547015,0.9446577749812768,0,0,0,0,0,1,0,0,0
10585,zzhczs.com,com,0.21519484,0,0,0.9849826379571373,0.43038964,0.9849826379571373,0,0,0,0,0,1,0,0,0
10604,vijay-iyer.com,com,0.1229151,0,0,0.955336250924536,0.24583018,0.955336250924536,0,0,0,0,0,1,0,0,0
10655,vfv79.com,com,0.19938843,0,0,0.959466592374588,0.3987769,0.959466592374588,0,0,0,0,0,1,0,0,0
10712,kqxs-mt.com,com,0.24725617,0,0,0.99075172409052,0.49451232,0.99075172409052,0,0,0,0,0,1,0,0,0
10752,earningappinpakistan.com,com,0.082224905,0,0,0.8801669179590773,0.16444981,0.8801669179590773,0,0,0,0,0,1,0,0,0
10818,rpctv.com,com,0.18039359,0,0,0.9254671905168488,0.36078715,0.9254671905168488,0,0,0,0,0,1,0,0,0
10827,mt-mafia.com,com,0.10474971,0,0,0.9384148504309522,0.20949942,0.9384148504309522,0,0,0,0,0,1,0,0,0
10864,nina-life.com,com,0.08475382,0,1,0.9059650760443848,0.16950762,0.9059650760443848,0,0,0,0,0,1,0,0,0
10911,tourisme-alsace.com,com,0.08995604,0,0,0.9093370742265996,0.17991209,0.9093370742265996,0,0,0,0,0,1,0,0,0
10929,50discount-sale.com,com,0.10451634,0,0,0.9154185912187828,0.20903265,0.9154185912187828,0,0,0,0,0,1,0,0,0
10959,alice-immo.com,com,0.16625525,0,0,0.980842284567133,0.33251047,0.980842284567133,0,0,0,0,0,1,0,0,0
10976,codex-trans.com,com,0.0974044,0,0,0.921202094855182,0.19480878,0.921202094855182,0,0,0,0,0,1,0,0,0
11016,7x6s3.com,com,0.10756135,0,0,0.8983067980636614,0.2151227,0.8983067980636614,0,0,0,0,0,1,0,0,0
11060,bjphxw.com,com,0.1370801,0,0,0.9038138345634446,0.2741602,0.9038138345634446,0,0,0,0,0,1,0,0,0
11075,mrbrown.com,com,0.12771429,0,0,0.9524241131396224,0.25542855,0.9524241131396224,0,0,0,0,0,1,0,0,0
11121,airports-worldwide.com,com,0.11873451,0,0,0.9390242566978114,0.23746902,0.9390242566978114,0,0,0,0,0,1,0,0,0
